artist,album,title,duration,playcount,rating,rating_interpretation
"Screaming Females","What If Someone is Watching Their T.V.?","Boyfriend","3:42","9","5","thumbs-up"
"Chumped","That's The Thing Is Like","Vices","1:55","7","5","thumbs-up"
"Chumped","Chumped","Let Him Lie","4:55","4","5","thumbs-up"
"Chumped","Chumped","Dear Emily Dickinson","4:06","3","5","thumbs-up"
"Chumped","Chumped","Union Square","3:14","4","5","thumbs-up"
"Chumped","Chumped","Someday","3:05","7","5","thumbs-up"
"Metallica","Metallica","Wherever I May Roam","6:45","4","5","thumbs-up"
"The Upholsterers","The Legendary Lost Tapes","Pain (Give Me Sympathy)","1:42","8","5","thumbs-up"
"The White Stripes","Elephant","The Hardest Button to Button","3:33","5","5","thumbs-up"
"The White Stripes","Elephant","Black Math","3:04","8","5","thumbs-up"
"Chuck Berry","Johnny Be Goode","Johnny Be Goode","2:42","11","5","thumbs-up"
"RJD2","Magnificent City Instrumentals","A Beautiful Mine","5:29","2","5","thumbs-up"
"Chumped","AV Club Undercover 2015","He's A Rebel (The Crystals)","2:22","31","5","thumbs-up"
"San Fermin","AV Club Undercover 2015","Stuck In The Middle With You (Stealers Wheel)","3:10","12","5","thumbs-up"
"Local H","AV Club Undercover 2015","Shock The Monkey (Peter Gabriel)","3:38","8","5","thumbs-up"
"Icon For Hire","Scripted","Make a Move","3:03","13","5","thumbs-up"
"Perturbator","Dangerous Days","Future Club","4:49","9","5","thumbs-up"
"Perturbator","Sexualizer EP","Meet Jimmy (feat. Le Cassette)","4:43","4","5","thumbs-up"
"Perturbator","I Am the Night","Lilith (Bonus Track)","4:14","1","5","thumbs-up"
"Perturbator","Sexualizer EP","Perverted Precinct (feat. Tommy)","6:24","3","5","thumbs-up"
"Perturbator","Nocturne City","Night Business","4:49","4","5","thumbs-up"
"Perturbator","Terror 404","Mirage (feat. Lueur Verte)","8:50","1","5","thumbs-up"
"Perturbator","I Am the Night","Ghost Dancers Slay Together","6:09","1","5","thumbs-up"
"Perturbator","Dangerous Days","Satanic Rites","5:03","1","5","thumbs-up"
"Perturbator","Dangerous Days","Perturbator's Theme","5:36","6","5","thumbs-up"
"WWE & Cfo$","The Rising Sun (Shinsuke Nakamura)","The Rising Sun (Shinsuke Nakamura)","3:21","11","5","thumbs-up"
"BABYMETAL","BABYMETAL","Akatsuki","5:27","7","5","thumbs-up"
"BABYMETAL","Metal Resistance","Amore","4:41","9","5","thumbs-up"
"BABYMETAL","BABYMETAL","Iine","4:11","14","5","thumbs-up"
"BABYMETAL","Metal Resistance","YAVA","3:49","11","5","thumbs-up"
"BABYMETAL","Metal Resistance","Awadama Fever","4:13","15","5","thumbs-up"
"BABYMETAL","BABYMETAL","Megitsune","4:08","17","5","thumbs-up"
"Grandtheft","Keep It 100","Keep It 100","3:34","31","5","thumbs-up"
"WWE & CFO$","Outcast (The Social Outcasts)","Outcast (The Social Outcasts)","3:47","17","5","thumbs-up"
"Ill Sugi","Feelings in Colour","BUBA","2:34","9","5","thumbs-up"
"Shlohmo","Laid Out - EP","Out of Hand","4:27","2","5","thumbs-up"
"Ammoncontact","New Birth","New Birth","2:40","4","5","thumbs-up"
"Julie Ruin","Julie Ruin","I Wanna Know What Love Is","3:36","4","5","thumbs-up"
"Electric Light Orchestra","All Over The World: The Very Best Of ELO","Ma-Ma-Ma Belle","3:38","6","5","thumbs-up"
"BABYMETAL","Metal Resistance","GJ","2:57","8","5","thumbs-up"
"BABYMETAL","Metal Resistance","THE ONE [English ver.]","6:29","6","5","thumbs-up"
"Flo Rida","MY HOUSE","My House","3:12","16","5","thumbs-up"
"BABYMETAL","Metal Resistance","KARATE","4:23","21","5","thumbs-up"
"BABYMETAL","BABYMETAL","Gimme Chocolate","3:52","26","5","thumbs-up"
"Tunde Olaniran","Yung Archetype","Critical","4:30","11","5","thumbs-up"
"System Of A Down","Steal This Album!","F**k The System (Explicit Version)","2:12","14","5","thumbs-up"
"System of a Down","Steal This Album!","Chic 'n' Stu","2:24","10","5","thumbs-up"
"System Of A Down","Toxicity","Toxicity","3:38","13","5","thumbs-up"
"System of a Down","Toxicity","Toxicity","3:40","16","5","thumbs-up"
"A.F.I.","decemberunderground","The Killing Light","4:04","23","5","thumbs-up"
"A.F.I.","decemberunderground","Kiss and Control","4:19","23","5","thumbs-up"
"A.F.I.","decemberunderground","Love Like Winter","2:46","19","5","thumbs-up"
"A.F.I.","decemberunderground","Prelude 12/21","1:35","28","5","thumbs-up"
"A.F.I.","decemberunderground","Miss Murder","3:27","23","5","thumbs-up"
"A.F.I.","Sing the Sorrow","Paper Airplanes (makeshift wings)","3:58","13","5","thumbs-up"
"A.F.I.","Sing the Sorrow","The Leaving Song, Part II","3:32","10","5","thumbs-up"
"A.F.I.","Burials","I Hope You Suffer","4:38","57","5","thumbs-up"
"AFI","Burials","I Hope You Suffer","4:37","47","5","thumbs-up"
"A.F.I.","The Art of Drowning","Battled","1:05","9","5","thumbs-up"
"A.F.I.","The Art of Drowning","Wester","3:03","7","5","thumbs-up"
"A.F.I.","The Art of Drowning","The Days Of The Phoenix","3:28","6","5","thumbs-up"
"AFI","All Hallows EP","Halloween","3:58","17","5","thumbs-up"
"AFI","All Hallows EP","Fall Children","3:12","5","5","thumbs-up"
"A.F.I.","Very Proud of Ya","Cruise Control","1:12","2","5","thumbs-up"
"A.F.I.","Very Proud of Ya","Advances in Modern Technology","1:41","3","5","thumbs-up"
"AFI","Answer That And Stay Fashionable","Cereal Wars","1:16","2","5","thumbs-up"
"AFI","Answer That And Stay Fashionable","Brownie Bottom Sundae","1:46","6","5","thumbs-up"
"Muse","Origin of Symmetry","Space Dementia","6:21","7","5","thumbs-up"
"Muse","Origin Of Symmetry","Space Dementia","6:20","6","5","thumbs-up"
"Veruca Salt","The Museum of Broken Relationships / It's Holy","It's Holy","3:24","6","5","thumbs-up"
"Veruca Salt","Eight Arms to Hold You","Volcano Girls","3:19","14","5","thumbs-up"
"Veruca Salt","Eight Arms to Hold You","Volcano Girls","3:19","13","5","thumbs-up"
"Veruca Salt","Ghost Notes","The Museum Of Broken Relationships","2:35","9","5","thumbs-up"
"Peaches","Bodyline (feat. Nick Zinner)","Bodyline (feat. Nick Zinner)","2:35","11","5","thumbs-up"
"Peaches","I Feel Cream","Mommy Complex","2:55","5","5","thumbs-up"
"Green Day","Warning","Warning","3:41","7","5","thumbs-up"
"Green Day","Warning","Waiting","3:12","2","5","thumbs-up"
"Green Day","Warning","Minority","2:48","13","5","thumbs-up"
"Green Day","Dookie","Welcome To Paradise","3:44","14","5","thumbs-up"
"Green Day","Nimrod","Good Riddance (Time Of Your Life)","2:33","5","5","thumbs-up"
"Green Day","Dookie","When I Come Around","2:58","12","5","thumbs-up"
"Green Day","Dookie","Basket Case","3:01","11","5","thumbs-up"
"Green Day","American Idiot","American Idiot","2:54","8","5","thumbs-up"
"Sum 41","All Killer No Filler","In Too Deep","3:28","17","5","thumbs-up"
"Sum 41","All Killer No Filler","Fat Lip","2:58","11","5","thumbs-up"
"blink-182","Enema Of The State","All the Small Things","2:48","13","5","thumbs-up"
"blink-182","Enema Of The State","What's My Age Again?","2:28","19","5","thumbs-up"
"Nasty Bits","VINYL: Music From The HBO® Original Series - Vol. 1.3","What Love Is","2:08","6","5","thumbs-up"
"Andrew WK","VINYL: Music From The HBO® Original Series - Vol. 1.3","I Love The Dead","5:06","7","5","thumbs-up"
"Monster Magnet","Dopes To Infinity","Negasonic Teenage Warhead","4:27","5","5","thumbs-up"
"Placebo","Without You I'm Nothing","Pure Morning","4:14","4","5","thumbs-up"
"Placebo","Without You I'm Nothing","Every You Every Me","3:33","13","5","thumbs-up"
"Bring Me The Horizon","That's The Spirit","Throne","3:11","15","5","thumbs-up"
"Bring Me The Horizon","That's The Spirit","Happy Song","3:59","19","5","thumbs-up"
"David Bowie","Best of Bowie","Suffragette City","3:28","12","5","thumbs-up"
"Audien","Iris","Iris (Original Mix)","5:07","5","5","thumbs-up"
"Garbage","Garbage","Only Happy When It Rains","3:56","14","5","thumbs-up"
"Garbage","Version 2.0","I Think I'm Paranoid","3:38","7","5","thumbs-up"
"M.D.C.","Now More Than Ever (V2)","John Wayne Was a Nazi","2:02","7","5","thumbs-up"
"Mount Kimbie","Cold Spring Fault Less Youth","Made To Stray","4:46","6","5","thumbs-up"
"Gregory Isaacs","Night Nurse","Night Nurse","4:09","3","5","thumbs-up"
"Four Tet","Beautiful Rewind","Kool FM","5:09","4","5","thumbs-up"
"The Germs","GI","Lexicon Devil","1:44","19","5","thumbs-up"
"X","Los Angeles","Los Angeles","2:24","13","5","thumbs-up"
"Talking Heads","Remain In Light (Deluxe Version)","Once In A Lifetime","4:19","11","5","thumbs-up"
"Giggs","Let Em Ave It","Look What The Cat Dragged In","2:33","18","5","thumbs-up"
"JAY Z","Watch The Throne (Explicit Version)","Who Gon Stop Me","4:16","17","5","thumbs-up"
"Jared Emerson-Johnson","The Wolf Among Us: Episode 1","Opening Credits","1:09","10","5","thumbs-up"
"Jared Emerson-Johnson","The Wolf Among Us: Episode 1","Main Menu","2:07","10","5","thumbs-up"
"Shinsuke Nakamura","NJPW","Subconscious","4:30","40","5","thumbs-up"
"Stormzy","WickedSkengMan 4","Shut Up","3:00","25","5","thumbs-up"
"WWE & CFO$","Sky's the Limit (Sasha Banks)","Sky's the Limit (Sasha Banks)","2:45","30","5","thumbs-up"
"Divinyls","Divinyls","I Touch Myself","3:47","32","5","thumbs-up"
"Mark Morrison","Return Of The Mack","Return Of The Mack (C & J Street Mix)","3:33","45","5","thumbs-up"
"Kanye West","My Beautiful Dark Twisted Fantasy (Explicit Version)","POWER (Album Version Explicit)","4:52","30","5","thumbs-up"
"Kanye West","Graduation","Stronger","5:11","17","5","thumbs-up"
"Lifeformed","Fastfall - Dustforce Original Soundtrack","Upside Down Stalagmite","3:33","10","5","thumbs-up"
"Claudia Brucken","L.A. Noire OST","Torched Song (feat. The Real Tuesday Weld)","4:13","5","5","thumbs-up"
"Lindemann","Skills In Pills","Fish On","4:12","8","5","thumbs-up"
"Chumped","Chumped","Eleanor","2:43","9","5","thumbs-up"
"Chumped","Teenage Retirement","The Pains of Being…","4:40","4","5","thumbs-up"
"Chumped","Teenage Retirement","Penny","2:50","6","5","thumbs-up"
"Chumped","Teenage Retirement","Something About Geography","3:11","8","5","thumbs-up"
"Chumped","Teenage Retirement","Novella Ella Ella Eh","1:21","15","5","thumbs-up"
"Chumped","Teenage Retirement","Long Division","2:51","7","5","thumbs-up"
"Chumped","Teenage Retirement","Anywhere But Here","2:54","7","5","thumbs-up"
"Chumped","Teenage Retirement","December is the Longest Month","4:01","8","5","thumbs-up"
"Chumped","Teenage Retirement","Name That Thing","2:13","7","5","thumbs-up"
"Chumped","Chumped","Something About Lemons","4:16","29","5","thumbs-up"
"Elle King","Love Stuff","I Told You I Was Mean","4:30","4","5","thumbs-up"
"Elle King","Love Stuff","America's Sweetheart","4:05","2","5","thumbs-up"
"Elle King","Love Stuff","Song of Sorrow","3:34","1","5","thumbs-up"
"Elle King","Love Stuff","Kocaine Karolina","3:58","2","5","thumbs-up"
"Elle King","Love Stuff","Last Damn Night","4:02","3","5","thumbs-up"
"Elle King","Love Stuff","Under the Influence","3:17","1","5","thumbs-up"
"Jack Off Jill","Clear Hearts Grey Flowers","Fear Of Dying","2:45","23","5","thumbs-up"
"Rammstein","Resident Evil OST","Halleluja","3:39","4","5","thumbs-up"
"Rammstein","Mutter","Feuer Frei","3:10","12","5","thumbs-up"
"Rammstein","Reise, Reise","Amerika","3:47","19","5","thumbs-up"
"Lindemann","Skills In Pills","Praise Abort","4:41","16","5","thumbs-up"
"Dead Sara","Heart-Shaped Box - Single","Heart-Shaped Box","4:42","23","5","thumbs-up"
"Big Sean","Dark Sky Paradise (Deluxe)","I Don't Fuck With You (feat. E-40)","4:44","17","5","thumbs-up"
"Elle King","Love Stuff","Ex's & Oh's","3:22","25","5","thumbs-up"
"Third Eye Blind","Third Eye Blind","Semi-Charmed Life","4:28","13","5","thumbs-up"
"Amanda Palmer featuring Brian Viglione","Goes Down Under","In My Mind (feat. Brian Viglione)","4:13","21","5","thumbs-up"
"David Bowie","Hunky Dory (2015 Remastered Version)","Changes (2015 Remastered Version)","3:39","12","5","thumbs-up"
"David Bowie","David Bowie (aka Space Oddity) [2015 Remastered Version]","Space Oddity (2015 Remastered Version)","5:18","7","5","thumbs-up"
"David Bowie","Best of Bowie","Scary Monsters (and Super Creeps)","3:34","5","5","thumbs-up"
"Redbone","Guardians of the Galaxy: Awesome Mix Vol. 1 (Original Motion Picture Soundtrack)","Come And Get Your Love","3:27","9","5","thumbs-up"
"The Five Stairsteps","Guardians of the Galaxy: Awesome Mix Vol. 1 (Original Motion Picture Soundtrack)","O-o-h Child","3:14","6","5","thumbs-up"
"Marvin Gaye","Guardians of the Galaxy: Awesome Mix Vol. 1 (Original Motion Picture Soundtrack)","Ain't No Mountain High Enough","2:30","9","5","thumbs-up"
"Raspberries","Guardians of the Galaxy: Awesome Mix Vol. 1 (Original Motion Picture Soundtrack)","Go All The Way","3:22","5","5","thumbs-up"
"David Bowie","Guardians of the Galaxy: Awesome Mix Vol. 1 (Original Motion Picture Soundtrack)","Moonage Daydream","4:42","11","5","thumbs-up"
"Yelawolf","Psycho White","Whistle Dixie","3:01","17","5","thumbs-up"
"Jushin ""Thunder"" Liger","NJPW","Ikari No Jushin Liger","3:23","15","5","thumbs-up"
"Magic Sword","Volume 1","In The Face Of Evil","6:49","9","5","thumbs-up"
"Eminem","The Slim Shady LP","Guilty Conscience (feat. Dr. Dre)","3:19","3","5","thumbs-up"
"Eminem","The Slim Shady LP","My Name Is","4:28","6","5","thumbs-up"
"Garbage","Girls Talk","Girls Talk (With Brody Dale)","3:37","5","5","thumbs-up"
"Le Tigre","The Punk Singer (Original Motion Picture Soundtrack)","Deceptacon","3:04","16","5","thumbs-up"
"Bikini Kill","The Punk Singer (Original Motion Picture Soundtrack)","Distinct Complicity","2:29","12","5","thumbs-up"
"Bikini Kill","The Punk Singer (Original Motion Picture Soundtrack)","Reject All American","2:30","13","5","thumbs-up"
"Bikini Kill","The Punk Singer (Original Motion Picture Soundtrack)","Carnival","1:31","16","5","thumbs-up"
"Bikini Kill","The Punk Singer (Original Motion Picture Soundtrack)","New Radio","1:34","21","5","thumbs-up"
"Bikini Kill","Kill Rock Stars","Feels Blind","3:36","8","5","thumbs-up"
"Bikini Kill","The CD Version of the First Two Records","Rebel Girl","2:38","30","5","thumbs-up"
"Bikini Kill","The CD Version of the First Two Records","Double Dare Ya","2:41","20","5","thumbs-up"
"Paramore","All We Know Is Falling","Conspiracy","3:43","21","5","thumbs-up"
"Paramore","All We Know Is Falling","Whoa","3:22","15","5","thumbs-up"
"Paramore","Paramore","Last Hope","5:10","9","5","thumbs-up"
"Paramore","Riot!","Born For This","3:59","19","5","thumbs-up"
"Paramore","Riot!","Hallelujah","3:24","2","5","thumbs-up"
"Paramore","Riot!","Hallelujah","3:23","2","5","thumbs-up"
"Paramore","Brand New Eyes","All I Wanted","3:46","3","5","thumbs-up"
"Paramore","Music From The Original Motion Picture Soundtrack (International Deluxe Version)","I Caught Myself (Twilight Soundtrack Version)","3:55","9","5","thumbs-up"
"Paramore","Paramore: Self-Titled Deluxe","Native Tongue (Bonus Track)","3:12","22","5","thumbs-up"
"WWE & Cfo$","Turn It up (Bayley)","Turn It up (Bayley)","3:47","38","5","thumbs-up"
"WWE & CFO$","Opposite Ends of the World (Blake and Murphy)","Opposite Ends of the World (Blake and Murphy)","4:08","31","5","thumbs-up"
"WWE & CFO$","Respectful (Dana Brooke)","Respectful (Dana Brooke)","3:52","17","5","thumbs-up"
"Van Canto","Dawn of the Brave (Deluxe Edition)","Paranoid","3:04","11","5","thumbs-up"
"Van Canto","Tribe Of Force","Master of Puppets","8:23","5","5","thumbs-up"
"Van Canto","Hero","The Bard's Song - In The Forest","3:08","8","5","thumbs-up"
"Tor Lundvall","Empty City","Scrap Yard","3:55","12","5","thumbs-up"
"Helios","Eingya","Paper Tiger","4:33","12","5","thumbs-up"
"Boards of Canada","Music Has The Right To Children","Rue the Whirl","6:40","9","5","thumbs-up"
"Sleigh Bells","Reign Of Terror","Demons","3:03","25","5","thumbs-up"
"jennylee","right on!","offerings","3:56","9","5","thumbs-up"
"jennylee","right on!","he fresh","3:57","2","5","thumbs-up"
"jennylee","right on!","riot","3:05","1","5","thumbs-up"
"jennylee","right on!","never","2:48","","5","thumbs-up"
"Focus","Rock Monsters (Disc 2)","Hocus Pocus","6:41","5","5","thumbs-up"
"Justice","†","TThhee PPaarrttyy","4:04","17","5","thumbs-up"
"Burial","Burial","U Hurt Me","5:23","10","5","thumbs-up"
"Akira Yamaoka","Shadows of the Damned","Cold Turkey","2:20","40","5","thumbs-up"
"AC/DC","Back in Black","Shoot to Thrill","5:18","21","5","thumbs-up"
"Portishead","Third (Digital Bonus Track Edition)","Machine Gun","4:46","40","5","thumbs-up"
"Hercules & Love Affair","Blind","Blind (Radio Edit)","5:45","19","5","thumbs-up"
"WWE, CFO$ & Tyler Breeze","#MMMGORGEOUS (Tyler Breeze)","#MMMGORGEOUS (Tyler Breeze)","4:46","18","5","thumbs-up"
"WWE & CFO$","Worlds Apart (Sami Zayn)","Worlds Apart (Sami Zayn)","4:21","15","5","thumbs-up"
"WWE & CFO$","Destroyer (Samoa Joe)","Destroyer (Samoa Joe)","3:50","14","5","thumbs-up"
"WWE & CFO$","Real Deal (Emma)","Real Deal (Emma)","3:55","19","5","thumbs-up"
"WWE & CFO$","Cruise Control (Apollo Crews)","Cruise Control (Apollo Crews)","4:22","17","5","thumbs-up"
"WWE & CFO$","Force of Greatness (Nia Jax)","Force of Greatness (Nia Jax)","3:14","22","5","thumbs-up"
"WWE & Cfo$","The Future (Asuka)","The Future (Asuka)","3:48","23","5","thumbs-up"
"WWE & CFO$","Rebellion (The Ascension)","Rebellion (The Ascension)","2:49","13","5","thumbs-up"
"Babes In Toyland","Nemesisters","Memory","3:43","7","5","thumbs-up"
"Babes In Toyland","Nemesisters","We Are Family","4:11","12","5","thumbs-up"
"Babes In Toyland","Nemesisters","Oh Yeah","3:16","10","5","thumbs-up"
"Babes In Toyland","Nemesisters","Sweet '69","4:04","15","5","thumbs-up"
"Jack Off Jill","Clear Hearts Grey Flowers","Author Unknown","2:35","11","5","thumbs-up"
"Jack Off Jill","Sexless Demons and Scars","Devil With The Black Dress On","2:33","25","5","thumbs-up"
"Jack Off Jill","Sexless Demons and Scars","Swollen","3:27","13","5","thumbs-up"
"Jack Off Jill","Clear Hearts Grey Flowers","Cinnamon Spider","2:49","20","5","thumbs-up"
"Jack Off Jill","Clear Hearts Grey Flowers","Love Song","3:34","11","5","thumbs-up"
"Jack Off Jill","Clear Hearts Grey Flowers","Lovesong","3:35","11","5","thumbs-up"
"Jack Off Jill","Clear Hearts Grey Flowers","When I Am Queen","2:55","19","5","thumbs-up"
"Jack Off Jill","Humid Teenage Mediocrity (A Collection of Early Joj Recordings 1992-1996)","Choke","4:00","13","5","thumbs-up"
"Jack Off Jill","Clear Hearts Grey Flowers","Vivica","5:07","16","5","thumbs-up"
"Jack Off Jill","Sexless Demons And Scars","Angels Fuck, Devils Kiss","3:28","13","5","thumbs-up"
"Jack Off Jill","Sexless Demons and Scars","My Cat","3:06","26","5","thumbs-up"
"Jack Off Jill","Sexless Demons and Scars","Horrible","2:32","21","5","thumbs-up"
"Yeah Yeah Yeahs","Show Your Bones","Turn Into","4:08","9","5","thumbs-up"
"Mr. Oizo","Flat Beat","Flat Beat","5:25","10","5","thumbs-up"
"Ice Cube","The Predator","Say Hi To The Bad Guy","3:10","29","5","thumbs-up"
"The National","Boxer","Fake Empire","3:25","14","5","thumbs-up"
"Heart","Greatest Hits / Live","Barracuda","4:21","22","5","thumbs-up"
"Jonathan Coulton","Artificial Heart","Still Alive (feat. Sara Quin)","4:16","9","5","thumbs-up"
"Mindless Self Indulgence","PINK","Girls on Film","2:58","3","5","thumbs-up"
"Killswitch Engage","The End Of Heartache Special Package Bonus Tracks","The End Of Heartache (Alternate Version)","4:05","37","5","thumbs-up"
